Transaction_ID,Date,Product_ID,Region_ID,Customer_ID,Quantity_Sold,Sales_Channel,Selling_Price,Category,Sales_Amount,Promotion_ID,Promotion_Type,Promotion_Budget
5128,13/06/2023,1,2,131,20,Departmental Store,33.84,Snacks,676.8,15,Bundle Offer,2123.74
5129,01/03/2024,13,1,452,4,Online,44.83,Beverages,179.32,,No Promotion,0
5130,10/07/2024,21,2,390,1,Online,42.81,Snacks,42.81,,No Promotion,0
5131,03/07/2024,14,4,343,1,Departmental Store,25.14,Beverages,25.14,,No Promotion,0
5132,18/02/2024,13,4,261,9,Online,44.83,Beverages,403.47,1,Bundle Offer,4878.34
5133,05/04/2023,4,2,242,2,Online,41.23,Beverages,82.46,,No Promotion,0
5134,24/12/2023,7,2,387,3,Online,11,Snacks,33,11,Buy One Get One Free,2554.71
5135,15/08/2023,22,4,394,15,Departmental Store,16.64,Beverages,249.6,7,Bundle Offer,1353.97
5136,07/08/2023,10,2,171,17,Departmental Store,51.38,Snacks,873.46,10,Buy One Get One Free,2301.32
5137,10/11/2024,7,4,147,2,Online,11,Snacks,22,,No Promotion,0
5138,06/12/2023,21,3,270,8,Departmental Store,42.81,Snacks,342.48,10,Buy One Get One Free,2301.32
5139,06/12/2023,15,3,149,16,Super Shop,20.34,Snacks,325.44,10,Buy One Get One Free,2301.32
5140,05/01/2024,15,2,380,9,Online,20.34,Snacks,183.06,11,Buy One Get One Free,2554.71
5141,28/10/2023,4,2,299,17,Super Shop,41.23,Beverages,700.91,1,Bundle Offer,4878.34
5142,12/08/2023,23,2,28,5,Departmental Store,26.43,Personal Care,132.15,3,Discount,4758
5143,25/09/2024,23,4,149,4,Super Shop,26.43,Personal Care,105.72,17,Buy One Get One Free,1563.7
5144,27/06/2024,6,3,420,5,Departmental Store,21.53,Beverages,107.65,,No Promotion,0
5145,01/05/2024,24,3,280,1,Departmental Store,30.14,Dairy,30.14,,No Promotion,0
5146,28/07/2024,20,1,182,1,Online,22.73,Dairy,22.73,,No Promotion,0
5147,26/10/2024,5,1,166,5,Super Shop,13.67,Beverages,68.35,,No Promotion,0
5148,10/01/2023,20,2,17,5,Online,22.73,Dairy,113.65,,No Promotion,0
5149,28/04/2023,12,4,150,9,Super Shop,53.91,Snacks,485.19,15,Bundle Offer,2123.74
5150,15/11/2024,1,2,339,7,Departmental Store,33.84,Snacks,236.88,,No Promotion,0
5151,21/12/2023,8,3,45,9,Departmental Store,45.89,Snacks,413.01,11,Buy One Get One Free,2554.71
5152,01/04/2024,1,2,330,10,Online,33.84,Snacks,338.4,9,Discount,1180.91
5153,04/09/2023,5,2,189,5,Super Shop,13.67,Beverages,68.35,1,Bundle Offer,4878.34
5154,19/10/2024,22,3,139,3,Super Shop,16.64,Beverages,49.92,,No Promotion,0
5155,20/09/2024,6,3,61,5,Departmental Store,21.53,Beverages,107.65,,No Promotion,0
5156,28/09/2024,21,3,294,2,Online,42.81,Snacks,85.62,,No Promotion,0
5157,07/09/2023,3,3,322,10,Departmental Store,46.14,Dairy,461.4,19,Discount,1298.2
5158,10/02/2023,15,1,33,2,Departmental Store,20.34,Snacks,40.68,,No Promotion,0
5159,29/11/2024,5,4,299,1,Online,13.67,Beverages,13.67,,No Promotion,0
5160,25/11/2023,24,4,415,2,Super Shop,30.14,Dairy,60.28,2,Bundle Offer,4100.53
5161,26/01/2024,14,3,112,11,Super Shop,25.14,Beverages,276.54,1,Bundle Offer,4878.34
5162,27/04/2023,18,4,291,2,Departmental Store,30.09,Beverages,60.18,,No Promotion,0
5163,31/01/2024,16,4,37,3,Super Shop,15.96,Beverages,47.88,1,Bundle Offer,4878.34
5164,20/09/2023,6,4,431,5,Online,21.53,Beverages,107.65,1,Bundle Offer,4878.34
5165,07/07/2024,25,4,495,7,Super Shop,29.11,Dairy,203.77,,No Promotion,0
5166,17/10/2023,24,3,100,7,Super Shop,30.14,Dairy,210.98,19,Discount,1298.2
5167,26/01/2023,14,2,23,4,Departmental Store,25.14,Beverages,100.56,,No Promotion,0
5168,13/06/2024,24,2,420,1,Super Shop,30.14,Dairy,30.14,,No Promotion,0
5169,19/01/2024,8,2,424,16,Online,45.89,Snacks,734.24,9,Discount,1180.91
5170,10/06/2024,7,1,487,20,Departmental Store,11,Snacks,220,9,Discount,1180.91
5171,04/06/2024,8,4,218,16,Online,45.89,Snacks,734.24,9,Discount,1180.91
5172,01/04/2024,13,3,89,4,Super Shop,44.83,Beverages,179.32,,No Promotion,0
5173,13/05/2024,6,3,209,5,Super Shop,21.53,Beverages,107.65,,No Promotion,0
5174,14/02/2023,18,1,271,3,Departmental Store,30.09,Beverages,90.27,,No Promotion,0
5175,31/10/2023,2,3,421,3,Online,51.58,Snacks,154.74,10,Buy One Get One Free,2301.32
5176,29/10/2024,8,2,237,6,Super Shop,45.89,Snacks,275.34,,No Promotion,0
5177,17/07/2023,11,1,388,4,Super Shop,18.25,Snacks,73,10,Buy One Get One Free,2301.32
5178,25/11/2023,1,3,406,9,Departmental Store,33.84,Snacks,304.56,10,Buy One Get One Free,2301.32
5179,10/06/2024,22,1,209,4,Super Shop,16.64,Beverages,66.56,,No Promotion,0
5180,26/03/2023,6,1,278,1,Super Shop,21.53,Beverages,21.53,,No Promotion,0
5181,09/04/2023,16,3,465,4,Super Shop,15.96,Beverages,63.84,,No Promotion,0
5182,21/06/2023,20,2,206,16,Online,22.73,Dairy,363.68,5,Bundle Offer,3391.6
5183,04/07/2024,12,3,78,8,Online,53.91,Snacks,431.28,9,Discount,1180.91
5184,30/06/2024,11,4,401,19,Online,18.25,Snacks,346.75,9,Discount,1180.91
5185,08/01/2023,10,4,328,4,Super Shop,51.38,Snacks,205.52,,No Promotion,0
5186,03/10/2024,3,3,98,1,Departmental Store,46.14,Dairy,46.14,,No Promotion,0
5187,09/03/2023,13,2,346,5,Departmental Store,44.83,Beverages,224.15,,No Promotion,0
5188,04/08/2023,3,4,365,10,Departmental Store,46.14,Dairy,461.4,5,Bundle Offer,3391.6
5189,17/11/2024,15,4,350,5,Online,20.34,Snacks,101.7,,No Promotion,0
5190,06/10/2024,16,3,470,5,Online,15.96,Beverages,79.8,,No Promotion,0
5191,07/08/2023,13,3,336,6,Online,44.83,Beverages,268.98,7,Bundle Offer,1353.97
5192,02/12/2024,17,3,94,5,Online,26.62,Personal Care,133.1,,No Promotion,0
5193,10/03/2024,3,1,80,11,Super Shop,46.14,Dairy,507.54,2,Bundle Offer,4100.53
5194,17/04/2023,20,1,38,11,Departmental Store,22.73,Dairy,250.03,5,Bundle Offer,3391.6
5195,30/07/2023,11,1,408,3,Departmental Store,18.25,Snacks,54.75,10,Buy One Get One Free,2301.32
5196,04/07/2024,21,3,228,4,Online,42.81,Snacks,171.24,9,Discount,1180.91
5197,20/12/2024,19,2,483,1,Departmental Store,38.17,Personal Care,38.17,,No Promotion,0
5198,21/03/2024,22,4,134,1,Departmental Store,16.64,Beverages,16.64,,No Promotion,0
5199,24/10/2024,11,1,196,2,Online,18.25,Snacks,36.5,,No Promotion,0
5200,15/03/2023,16,2,466,4,Online,15.96,Beverages,63.84,,No Promotion,0
5201,03/12/2024,21,3,390,1,Online,42.81,Snacks,42.81,,No Promotion,0
5202,07/06/2023,3,1,282,7,Online,46.14,Dairy,322.98,5,Bundle Offer,3391.6
5203,25/01/2023,22,3,101,5,Super Shop,16.64,Beverages,83.2,,No Promotion,0
5204,15/04/2024,6,2,475,6,Departmental Store,21.53,Beverages,129.18,,No Promotion,0
5205,06/12/2023,14,1,425,18,Super Shop,25.14,Beverages,452.52,1,Bundle Offer,4878.34
5206,08/02/2023,24,1,75,6,Departmental Store,30.14,Dairy,180.84,,No Promotion,0
5207,31/03/2023,18,1,294,5,Super Shop,30.09,Beverages,150.45,,No Promotion,0
5208,17/03/2023,17,1,208,2,Online,26.62,Personal Care,53.24,,No Promotion,0
5209,25/02/2023,4,2,83,1,Super Shop,41.23,Beverages,41.23,,No Promotion,0
5210,02/07/2023,23,1,427,12,Online,26.43,Personal Care,317.16,3,Discount,4758
5211,15/09/2023,15,4,437,14,Online,20.34,Snacks,284.76,10,Buy One Get One Free,2301.32
5212,25/07/2024,11,4,143,1,Super Shop,18.25,Snacks,18.25,,No Promotion,0
5213,14/03/2023,3,3,474,1,Departmental Store,46.14,Dairy,46.14,,No Promotion,0
5214,11/08/2024,3,1,56,2,Super Shop,46.14,Dairy,92.28,,No Promotion,0
5215,22/08/2023,16,4,361,9,Online,15.96,Beverages,143.64,1,Bundle Offer,4878.34
5216,22/09/2023,5,4,440,10,Online,13.67,Beverages,136.7,1,Bundle Offer,4878.34
5217,22/02/2024,21,4,287,8,Departmental Store,42.81,Snacks,342.48,9,Discount,1180.91
5218,02/02/2024,10,2,211,19,Departmental Store,51.38,Snacks,976.22,9,Discount,1180.91
5219,06/04/2024,19,1,441,4,Departmental Store,38.17,Personal Care,152.68,,No Promotion,0
5220,07/10/2024,25,2,179,5,Online,29.11,Dairy,145.55,,No Promotion,0
5221,19/02/2024,4,2,408,16,Super Shop,41.23,Beverages,659.68,6,Buy One Get One Free,4687.5
5222,19/03/2024,19,4,58,5,Departmental Store,38.17,Personal Care,190.85,,No Promotion,0
5223,20/11/2023,11,4,73,7,Online,18.25,Snacks,127.75,10,Buy One Get One Free,2301.32
5224,18/01/2023,2,3,215,7,Super Shop,51.58,Snacks,361.06,,No Promotion,0
5225,03/02/2024,10,1,388,4,Departmental Store,51.38,Snacks,205.52,9,Discount,1180.91
5226,20/11/2024,11,1,266,7,Super Shop,18.25,Snacks,127.75,,No Promotion,0
5227,02/05/2023,25,4,447,12,Super Shop,29.11,Dairy,349.32,5,Bundle Offer,3391.6
5228,01/07/2024,20,4,73,2,Online,22.73,Dairy,45.46,,No Promotion,0
5229,07/01/2023,16,1,467,1,Online,15.96,Beverages,15.96,,No Promotion,0
5230,18/10/2024,19,3,271,1,Online,38.17,Personal Care,38.17,,No Promotion,0
5231,25/09/2024,23,4,499,9,Super Shop,26.43,Personal Care,237.87,17,Buy One Get One Free,1563.7
5232,06/03/2023,24,3,354,6,Departmental Store,30.14,Dairy,180.84,,No Promotion,0
5233,22/08/2024,11,2,234,4,Departmental Store,18.25,Snacks,73,,No Promotion,0
5234,16/02/2023,14,4,319,2,Departmental Store,25.14,Beverages,50.28,,No Promotion,0
5235,18/12/2024,2,2,19,2,Online,51.58,Snacks,103.16,,No Promotion,0
5236,16/03/2023,23,4,113,1,Departmental Store,26.43,Personal Care,26.43,,No Promotion,0
5237,02/01/2024,5,2,63,17,Departmental Store,13.67,Beverages,232.39,1,Bundle Offer,4878.34
5238,29/05/2024,5,4,372,3,Online,13.67,Beverages,41.01,,No Promotion,0
5239,19/04/2023,19,3,184,4,Departmental Store,38.17,Personal Care,152.68,3,Discount,4758
5240,24/10/2023,21,3,277,11,Departmental Store,42.81,Snacks,470.91,10,Buy One Get One Free,2301.32
5241,03/12/2024,12,3,162,2,Departmental Store,53.91,Snacks,107.82,,No Promotion,0
5242,05/11/2023,18,2,243,2,Super Shop,30.09,Beverages,60.18,1,Bundle Offer,4878.34
5243,13/09/2024,4,3,145,3,Super Shop,41.23,Beverages,123.69,,No Promotion,0
5244,30/03/2023,22,2,146,4,Online,16.64,Beverages,66.56,,No Promotion,0
5245,16/10/2023,17,4,81,4,Online,26.62,Personal Care,106.48,4,Bundle Offer,4579.31
5246,24/03/2024,10,2,322,6,Super Shop,51.38,Snacks,308.28,9,Discount,1180.91
5247,26/01/2024,20,4,435,7,Online,22.73,Dairy,159.11,2,Bundle Offer,4100.53
5248,09/02/2024,6,1,321,6,Online,21.53,Beverages,129.18,1,Bundle Offer,4878.34
5249,07/11/2024,25,1,43,2,Departmental Store,29.11,Dairy,58.22,,No Promotion,0
5250,01/02/2023,14,1,313,3,Online,25.14,Beverages,75.42,,No Promotion,0
5251,30/04/2024,11,2,394,15,Online,18.25,Snacks,273.75,9,Discount,1180.91
5252,10/06/2023,11,1,293,20,Departmental Store,18.25,Snacks,365,15,Bundle Offer,2123.74
5253,30/06/2024,18,1,176,5,Departmental Store,30.09,Beverages,150.45,,No Promotion,0
5254,14/08/2023,23,1,376,5,Super Shop,26.43,Personal Care,132.15,3,Discount,4758
5255,20/05/2023,22,4,69,1,Online,16.64,Beverages,16.64,,No Promotion,0
5256,05/02/2024,18,3,56,6,Departmental Store,30.09,Beverages,180.54,1,Bundle Offer,4878.34
5257,12/07/2024,24,2,119,1,Online,30.14,Dairy,30.14,,No Promotion,0
5258,30/10/2023,23,1,204,15,Online,26.43,Personal Care,396.45,4,Bundle Offer,4579.31
5259,11/10/2024,11,4,420,2,Super Shop,18.25,Snacks,36.5,,No Promotion,0
5260,28/05/2023,21,3,415,14,Super Shop,42.81,Snacks,599.34,15,Bundle Offer,2123.74
5261,02/11/2023,12,3,55,9,Super Shop,53.91,Snacks,485.19,10,Buy One Get One Free,2301.32
5262,24/11/2024,5,3,38,1,Super Shop,13.67,Beverages,13.67,,No Promotion,0
5263,25/10/2024,23,4,243,6,Super Shop,26.43,Personal Care,158.58,,No Promotion,0
5264,18/01/2024,9,1,201,18,Departmental Store,46.33,Personal Care,833.94,4,Bundle Offer,4579.31
5265,12/01/2023,25,3,236,2,Super Shop,29.11,Dairy,58.22,,No Promotion,0
5266,20/07/2024,9,4,474,15,Departmental Store,46.33,Personal Care,694.95,17,Buy One Get One Free,1563.7
5267,22/07/2024,22,4,15,3,Super Shop,16.64,Beverages,49.92,,No Promotion,0
5268,25/05/2023,10,2,144,3,Departmental Store,51.38,Snacks,154.14,15,Bundle Offer,2123.74
5269,07/05/2023,22,4,77,4,Online,16.64,Beverages,66.56,,No Promotion,0
5270,12/02/2023,19,3,473,1,Super Shop,38.17,Personal Care,38.17,,No Promotion,0
5271,06/01/2023,1,3,478,2,Departmental Store,33.84,Snacks,67.68,,No Promotion,0
5272,09/08/2024,7,4,309,2,Super Shop,11,Snacks,22,,No Promotion,0
5273,02/09/2024,4,3,440,2,Departmental Store,41.23,Beverages,82.46,,No Promotion,0
5274,08/02/2024,1,4,263,7,Departmental Store,33.84,Snacks,236.88,9,Discount,1180.91
5275,04/07/2024,15,3,185,1,Super Shop,20.34,Snacks,20.34,9,Discount,1180.91
5276,14/07/2024,8,2,55,5,Departmental Store,45.89,Snacks,229.45,,No Promotion,0
5277,29/03/2023,12,1,308,3,Online,53.91,Snacks,161.73,15,Bundle Offer,2123.74
5278,09/11/2023,22,2,4,6,Super Shop,16.64,Beverages,99.84,1,Bundle Offer,4878.34
5279,04/08/2023,22,2,299,7,Online,16.64,Beverages,116.48,7,Bundle Offer,1353.97
5280,19/12/2023,18,1,40,16,Departmental Store,30.09,Beverages,481.44,1,Bundle Offer,4878.34
5281,05/08/2023,15,3,230,12,Departmental Store,20.34,Snacks,244.08,10,Buy One Get One Free,2301.32
5282,27/02/2024,17,1,377,1,Super Shop,26.62,Personal Care,26.62,,No Promotion,0
5283,23/10/2024,14,4,286,4,Online,25.14,Beverages,100.56,,No Promotion,0
5284,08/06/2024,14,1,138,3,Online,25.14,Beverages,75.42,,No Promotion,0
5285,26/05/2023,18,2,478,5,Super Shop,30.09,Beverages,150.45,,No Promotion,0
5286,14/06/2023,20,1,103,9,Online,22.73,Dairy,204.57,5,Bundle Offer,3391.6
5287,08/07/2023,18,3,7,1,Super Shop,30.09,Beverages,30.09,,No Promotion,0
5288,15/08/2023,16,2,164,7,Super Shop,15.96,Beverages,111.72,7,Bundle Offer,1353.97
5289,23/09/2024,1,4,419,3,Departmental Store,33.84,Snacks,101.52,,No Promotion,0
5290,16/09/2023,23,3,472,8,Departmental Store,26.43,Personal Care,211.44,3,Discount,4758
5291,18/07/2023,11,2,423,12,Online,18.25,Snacks,219,10,Buy One Get One Free,2301.32
5292,28/04/2023,15,4,420,16,Super Shop,20.34,Snacks,325.44,15,Bundle Offer,2123.74
5293,05/07/2023,12,3,365,11,Super Shop,53.91,Snacks,593.01,10,Buy One Get One Free,2301.32
5294,18/11/2024,8,4,276,5,Super Shop,45.89,Snacks,229.45,,No Promotion,0
5295,03/08/2024,22,1,49,4,Super Shop,16.64,Beverages,66.56,,No Promotion,0
5296,25/02/2023,20,1,96,3,Departmental Store,22.73,Dairy,68.19,,No Promotion,0
5297,16/07/2024,6,4,59,4,Online,21.53,Beverages,86.12,,No Promotion,0
5298,17/04/2024,3,1,231,3,Departmental Store,46.14,Dairy,138.42,,No Promotion,0
5299,22/10/2024,24,4,177,3,Super Shop,30.14,Dairy,90.42,,No Promotion,0
5300,16/07/2024,13,3,90,2,Online,44.83,Beverages,89.66,,No Promotion,0
5301,16/03/2023,13,2,282,1,Online,44.83,Beverages,44.83,,No Promotion,0
5302,25/10/2023,2,4,36,20,Super Shop,51.58,Snacks,1031.6,10,Buy One Get One Free,2301.32
5303,18/11/2024,5,2,171,1,Super Shop,13.67,Beverages,13.67,,No Promotion,0
5304,10/03/2023,17,2,126,4,Departmental Store,26.62,Personal Care,106.48,,No Promotion,0
5305,14/09/2023,6,4,483,17,Departmental Store,21.53,Beverages,366.01,1,Bundle Offer,4878.34
5306,11/04/2023,2,1,299,6,Super Shop,51.58,Snacks,309.48,15,Bundle Offer,2123.74
5307,22/07/2023,4,3,355,2,Super Shop,41.23,Beverages,82.46,,No Promotion,0
5308,17/08/2024,22,2,204,4,Departmental Store,16.64,Beverages,66.56,,No Promotion,0
5309,13/05/2024,11,3,289,7,Online,18.25,Snacks,127.75,9,Discount,1180.91
5310,05/12/2023,8,2,356,7,Online,45.89,Snacks,321.23,10,Buy One Get One Free,2301.32
5311,01/01/2024,12,4,462,1,Online,53.91,Snacks,53.91,11,Buy One Get One Free,2554.71
5312,12/05/2023,8,1,97,8,Departmental Store,45.89,Snacks,367.12,15,Bundle Offer,2123.74
5313,18/11/2024,11,3,238,3,Super Shop,18.25,Snacks,54.75,,No Promotion,0
5314,02/11/2024,22,2,173,4,Online,16.64,Beverages,66.56,,No Promotion,0
5315,29/08/2023,20,4,301,8,Super Shop,22.73,Dairy,181.84,19,Discount,1298.2
5316,13/04/2023,8,4,88,12,Departmental Store,45.89,Snacks,550.68,15,Bundle Offer,2123.74
5317,19/10/2023,8,2,399,11,Departmental Store,45.89,Snacks,504.79,10,Buy One Get One Free,2301.32
5318,26/09/2024,17,2,351,2,Super Shop,26.62,Personal Care,53.24,17,Buy One Get One Free,1563.7
5319,13/03/2023,20,2,17,6,Super Shop,22.73,Dairy,136.38,,No Promotion,0
5320,18/07/2023,20,1,140,14,Super Shop,22.73,Dairy,318.22,5,Bundle Offer,3391.6
5321,22/11/2023,23,2,254,10,Super Shop,26.43,Personal Care,264.3,4,Bundle Offer,4579.31
5322,12/05/2024,16,2,278,5,Online,15.96,Beverages,79.8,,No Promotion,0
5323,06/04/2024,14,1,151,2,Super Shop,25.14,Beverages,50.28,,No Promotion,0
5324,03/12/2023,11,4,346,17,Online,18.25,Snacks,310.25,10,Buy One Get One Free,2301.32
5325,23/09/2024,7,2,334,3,Departmental Store,11,Snacks,33,,No Promotion,0
5326,06/11/2024,16,3,140,1,Online,15.96,Beverages,15.96,,No Promotion,0
5327,10/11/2023,13,4,114,4,Super Shop,44.83,Beverages,179.32,1,Bundle Offer,4878.34
5328,11/12/2024,15,3,68,2,Online,20.34,Snacks,40.68,,No Promotion,0
5329,21/08/2024,24,2,366,5,Departmental Store,30.14,Dairy,150.7,,No Promotion,0
5330,06/06/2023,16,1,179,2,Super Shop,15.96,Beverages,31.92,,No Promotion,0
5331,02/08/2024,21,1,125,5,Departmental Store,42.81,Snacks,214.05,,No Promotion,0
5332,03/08/2024,23,1,397,3,Departmental Store,26.43,Personal Care,79.29,17,Buy One Get One Free,1563.7
5333,09/01/2024,24,2,313,14,Super Shop,30.14,Dairy,421.96,2,Bundle Offer,4100.53
5334,20/11/2023,9,2,311,9,Online,46.33,Personal Care,416.97,4,Bundle Offer,4579.31
5335,14/03/2024,3,3,338,10,Departmental Store,46.14,Dairy,461.4,2,Bundle Offer,4100.53
5336,22/06/2023,19,1,363,19,Super Shop,38.17,Personal Care,725.23,3,Discount,4758
5337,05/01/2023,20,2,412,4,Departmental Store,22.73,Dairy,90.92,,No Promotion,0
5338,17/11/2023,5,4,358,17,Online,13.67,Beverages,232.39,1,Bundle Offer,4878.34
5339,10/09/2023,10,2,233,17,Departmental Store,51.38,Snacks,873.46,10,Buy One Get One Free,2301.32
5340,15/08/2023,17,2,428,6,Departmental Store,26.62,Personal Care,159.72,3,Discount,4758
5341,30/12/2024,15,4,147,6,Departmental Store,20.34,Snacks,122.04,,No Promotion,0
5342,18/10/2024,23,1,430,1,Departmental Store,26.43,Personal Care,26.43,,No Promotion,0
5343,22/03/2024,25,4,111,6,Online,29.11,Dairy,174.66,2,Bundle Offer,4100.53
5344,11/10/2023,8,1,363,10,Super Shop,45.89,Snacks,458.9,10,Buy One Get One Free,2301.32
5345,04/01/2024,15,4,358,10,Departmental Store,20.34,Snacks,203.4,11,Buy One Get One Free,2554.71
5346,18/05/2023,21,3,238,22,Online,42.81,Snacks,941.82,15,Bundle Offer,2123.74
5347,26/11/2024,14,1,3,1,Departmental Store,25.14,Beverages,25.14,,No Promotion,0
5348,06/12/2023,20,2,211,14,Departmental Store,22.73,Dairy,318.22,2,Bundle Offer,4100.53
5349,06/05/2024,7,3,404,8,Departmental Store,11,Snacks,88,9,Discount,1180.91
5350,18/04/2024,21,1,25,12,Online,42.81,Snacks,513.72,9,Discount,1180.91
5351,01/04/2024,23,1,331,3,Departmental Store,26.43,Personal Care,79.29,,No Promotion,0
5352,03/01/2024,12,1,184,13,Departmental Store,53.91,Snacks,700.83,11,Buy One Get One Free,2554.71
5353,09/11/2023,17,4,465,11,Super Shop,26.62,Personal Care,292.82,4,Bundle Offer,4579.31
5354,13/05/2024,17,1,61,9,Online,26.62,Personal Care,239.58,8,Buy One Get One Free,1783.93
5355,18/07/2024,10,2,123,4,Super Shop,51.38,Snacks,205.52,,No Promotion,0
5356,22/04/2023,19,1,497,7,Super Shop,38.17,Personal Care,267.19,3,Discount,4758
5357,29/06/2023,14,2,55,2,Super Shop,25.14,Beverages,50.28,,No Promotion,0
5358,23/10/2024,11,2,163,1,Super Shop,18.25,Snacks,18.25,,No Promotion,0
5359,13/09/2024,2,2,462,2,Departmental Store,51.58,Snacks,103.16,,No Promotion,0
5360,25/03/2023,18,3,187,4,Super Shop,30.09,Beverages,120.36,,No Promotion,0
5361,15/10/2023,7,2,39,11,Online,11,Snacks,121,10,Buy One Get One Free,2301.32
5362,24/05/2023,12,4,185,7,Departmental Store,53.91,Snacks,377.37,15,Bundle Offer,2123.74
5363,05/07/2024,2,1,83,4,Super Shop,51.58,Snacks,206.32,9,Discount,1180.91
5364,21/07/2023,20,4,195,9,Super Shop,22.73,Dairy,204.57,5,Bundle Offer,3391.6
5365,27/09/2023,18,3,34,12,Online,30.09,Beverages,361.08,1,Bundle Offer,4878.34
5366,03/10/2024,6,1,113,1,Online,21.53,Beverages,21.53,,No Promotion,0
5367,20/03/2023,24,2,425,1,Super Shop,30.14,Dairy,30.14,,No Promotion,0
5368,19/03/2023,10,1,406,15,Super Shop,51.38,Snacks,770.7,15,Bundle Offer,2123.74
5369,20/01/2023,20,3,230,6,Super Shop,22.73,Dairy,136.38,,No Promotion,0
5370,03/06/2024,15,3,283,8,Super Shop,20.34,Snacks,162.72,9,Discount,1180.91
5371,08/10/2024,5,4,405,2,Super Shop,13.67,Beverages,27.34,,No Promotion,0
5372,01/02/2023,20,1,425,2,Online,22.73,Dairy,45.46,,No Promotion,0
5373,18/08/2024,3,1,287,6,Online,46.14,Dairy,276.84,,No Promotion,0
5374,15/08/2024,5,1,155,4,Departmental Store,13.67,Beverages,54.68,,No Promotion,0
5375,19/02/2024,25,4,165,12,Departmental Store,29.11,Dairy,349.32,2,Bundle Offer,4100.53
5376,27/08/2024,8,3,450,5,Online,45.89,Snacks,229.45,,No Promotion,0
5377,06/08/2023,8,2,182,1,Departmental Store,45.89,Snacks,45.89,10,Buy One Get One Free,2301.32
5378,07/02/2023,8,1,239,3,Super Shop,45.89,Snacks,137.67,,No Promotion,0
5379,18/07/2024,12,4,137,2,Departmental Store,53.91,Snacks,107.82,,No Promotion,0
5380,24/09/2023,24,4,339,9,Super Shop,30.14,Dairy,271.26,19,Discount,1298.2
5381,10/07/2024,23,2,426,1,Super Shop,26.43,Personal Care,26.43,17,Buy One Get One Free,1563.7
5382,06/07/2024,8,3,420,6,Departmental Store,45.89,Snacks,275.34,9,Discount,1180.91
5383,28/04/2024,11,1,266,3,Departmental Store,18.25,Snacks,54.75,9,Discount,1180.91
5384,31/10/2024,14,1,187,5,Super Shop,25.14,Beverages,125.7,,No Promotion,0
5385,02/06/2023,8,4,40,11,Online,45.89,Snacks,504.79,15,Bundle Offer,2123.74
5386,10/01/2024,24,3,310,5,Departmental Store,30.14,Dairy,150.7,2,Bundle Offer,4100.53
5387,06/02/2024,10,1,493,13,Departmental Store,51.38,Snacks,667.94,9,Discount,1180.91
5388,17/08/2023,7,2,167,2,Online,11,Snacks,22,10,Buy One Get One Free,2301.32
5389,26/08/2024,17,3,391,1,Departmental Store,26.62,Personal Care,26.62,17,Buy One Get One Free,1563.7
5390,25/10/2023,4,3,260,11,Super Shop,41.23,Beverages,453.53,1,Bundle Offer,4878.34
5391,18/05/2023,13,4,143,1,Online,44.83,Beverages,44.83,,No Promotion,0
5392,20/04/2024,4,4,204,2,Online,41.23,Beverages,82.46,,No Promotion,0
5393,28/05/2024,5,1,176,3,Super Shop,13.67,Beverages,41.01,,No Promotion,0
5394,06/06/2024,22,4,262,1,Super Shop,16.64,Beverages,16.64,,No Promotion,0
5395,03/04/2023,4,3,252,5,Super Shop,41.23,Beverages,206.15,,No Promotion,0
5396,11/02/2024,18,1,329,9,Online,30.09,Beverages,270.81,1,Bundle Offer,4878.34
5397,08/01/2024,6,1,419,16,Super Shop,21.53,Beverages,344.48,1,Bundle Offer,4878.34
5398,29/05/2024,24,3,200,5,Departmental Store,30.14,Dairy,150.7,,No Promotion,0
5399,11/01/2023,24,1,199,3,Departmental Store,30.14,Dairy,90.42,,No Promotion,0
5400,09/11/2024,23,2,196,5,Super Shop,26.43,Personal Care,132.15,,No Promotion,0
5401,02/09/2023,22,2,314,2,Departmental Store,16.64,Beverages,33.28,1,Bundle Offer,4878.34
5402,20/09/2024,2,1,77,2,Departmental Store,51.58,Snacks,103.16,,No Promotion,0
5403,01/12/2024,23,4,19,1,Online,26.43,Personal Care,26.43,,No Promotion,0
5404,19/06/2023,11,2,62,9,Super Shop,18.25,Snacks,164.25,10,Buy One Get One Free,2301.32
5405,10/06/2024,14,1,327,2,Departmental Store,25.14,Beverages,50.28,,No Promotion,0
5406,24/05/2023,5,2,394,5,Super Shop,13.67,Beverages,68.35,,No Promotion,0
5407,01/04/2024,6,4,281,4,Super Shop,21.53,Beverages,86.12,,No Promotion,0
5408,13/06/2023,10,3,428,9,Departmental Store,51.38,Snacks,462.42,15,Bundle Offer,2123.74
5409,03/07/2023,8,1,250,10,Departmental Store,45.89,Snacks,458.9,10,Buy One Get One Free,2301.32
5410,02/08/2024,14,1,227,1,Online,25.14,Beverages,25.14,,No Promotion,0
5411,02/08/2024,24,1,127,1,Online,30.14,Dairy,30.14,,No Promotion,0
5412,06/11/2024,3,1,58,3,Online,46.14,Dairy,138.42,,No Promotion,0
5413,30/05/2023,12,1,409,9,Departmental Store,53.91,Snacks,485.19,15,Bundle Offer,2123.74
5414,10/05/2024,16,1,477,5,Online,15.96,Beverages,79.8,,No Promotion,0
5415,03/01/2024,23,4,376,19,Super Shop,26.43,Personal Care,502.17,4,Bundle Offer,4579.31
5416,11/02/2023,17,3,204,3,Online,26.62,Personal Care,79.86,,No Promotion,0
